,tweet,label,prediksi
602,"Makanya jangan paksa diri untuk memahami jawaban Pak Anies. Kamu gak akan mampu, Bong. Sekolahmu tinggi, bukan jaminan mampu berpikir, krn hatimu kotor....",1,positif
603,"Video buat pak Anies @aniesbaswedan

Simak videonya sampai habis. Cukup senyum jangan ketawa🤣

Gempa Tidur Kenceng Bali Jogja Kerasa Aceh Kebangun gara2 Senin Malang Lombok seventeen LRT Jabodebek Gede #TimnasDay",0,negatif
604,"DGN TDK MEMILIH ANIES BASWEDAN = SDH MENYELAMATKAN INDONESIA
#NOANIES
#NOPKS",1,positif
605,"Emang K. E. R. E. N neh @aniesbaswedan sudah bisa memPILDUNkan Jakarta...!
Apa kabar yang CAWE2 JIS waktu itu yak...?!",2,neutral
606,Harga mati untuk anies baswedan !!,0,negatif
607,"Bajitol lu,duk..",0,negatif
608,Kl bocil ttp lah bocil..wkwkwk,1,positif
609,"Mantap @FISIP_UI @BEMFISIPUI @BEMUI_Official 
Uji publik terhadap Bpk @aniesbaswedan",1,positif
610,Ayo dong @uki23 dikomenin...,0,negatif
611,Whuahahahah mimpiiiii kalo mereka berdua berani,1,positif
612,Kebiasaan😌,0,negatif
613,Lebih baik bayar BPJS daripada PSI menang kalau iainya cuma model gini orangnya hanya kebencian swmata,0,negatif
614,Presiden dan Wakil Presiden 2024 @aniesbaswedan @AgusYudhoyono,1,positif
615,"Gampang... Pajak lu dinaikin 100%. Gratis dah tu.
Mau pajak lu dinaikin?",1,positif
616,"Buzzer skrg lebih ngeselin soalnya ngaku2 org pinter dan berpendidikan, kalo dulu kan cuma akun yg biasa dipake nyari cwe sama ngebokep 🤣",0,negatif
617,"kalo @jokowi yang ditanya paling langsung dilempar ke Luhut untuk segera diganti dgn mobil listrik, ato ke menteri laen.",1,positif
618,Loe itu gk nyampe cara berpikirnya 🤣,0,negatif
619,Kalau hati sudah dengki ilmupun dikangkangi sendiri tanpa utuh tapi potobg video,1,positif
620,"EWAKOOO,,..
REWAKOOO.,..
CELEBES BERGERAK,..!!!
buat pak @aniesbaswedan",0,negatif
621,Psi menang BPJS GRATIS???,1,positif
622,"Ahok itu LRT yang kelapa gading Rawamangun , sementara LRT yang Lo twiet di atas adalah LRT yang di gagas Adhi karya dan di integrasikan oleh Pemda DKI.",0,negatif
623,"Tepuk tangan atas kuliah yg penuh teori-teori, pernyataan, untaian kata dan rangkaian kalimat. Tanpa kenyataan, dan jejak digital yg tdk bisa terhapus....omdo...omdo....",1,positif
624,"Anies semakin diserang  semakin berpeluang menang , semakin di caci  semakin membuat simpati , semua akan Anies pd waktunya",1,positif
625,Ttp unggul,1,positif
626,"Jadi ingat debat Ahok dengan Anies Baswedan saat Pilkada DKI 2017 soal penyediaan rumah DP 0 % itu.. Ahok membuat hitung2an terus bertanya Uangnya darimana..???

Anies : Yang penting keberpihakan aturan akan dibuat untuk mendapatkan uangnya..

Faktanya Rumah DP 0 % itu GAGAL..!!",0,negatif
627,Kau dimaki pun gk insac fitnah sana sini apa lgi cuma dblas dengan kata2 yg baik,0,negatif
628,"Pertama 
SDM PJ Gubernurnya di bawah rata rata,

Di suruh ngurus Ibu Kota dg masalah yg Kompleks, ya keteteran..

Kedua,
Dia hanya boneka,
Anggaran di tarik kepusat dia selalu menuruti,
Tak mampu beragumentasi

#RadaRadaBloon

@DKIJakarta 
@aniesbaswedan 

https://t.co/EYd7Yblz45",0,negatif
629,"Mana sampai otak uki ke situ, beda jauh dengan Anies",0,negatif
630,"Bukannya 2017 anda menang karena kampanye sara? Bukannya anda pernah bilang saatnya pribumi menang di negeri sendiri?????? Kalau di past anda yang melakukan, bagaimana dengan Future mereka nanti?? #falselogic",1,positif
631,"Adakah Capres yg paling konsisten katakan TIDAK pada kelompok radikal  selain @ganjarpranowo ? 
Jawabnya jelas, TIDAK ADA !

@aniesbaswedan dan @prabowo punya rekam jejak dgn sikapnya terhadap kelompok radikal. Dan diantara mereka pernah terjalin harmonisasi yg indah.

Itu fakta.",0,negatif
632,Itu satire. Satire adalah gaya bahasa tertinggi. Jika kamu gak paham satire saya jadi tahu betapa rendah kapasitasmu.,0,negatif
633,"Jiemin ajah rang goblok cebong, maen k jakarta lahh biar kaga dungu kayak junjungan lw 🤣🤣🤣🤣🤣",0,negatif
634,Gak ada yg lain..?? Bahkan saya gak bisa membaca isi dari artikel yg kamu SS.,1,positif
635,Jawaban jelas gitu lu sebut muter? Dasar goblok...,0,negatif
636,Mengartikan Merdeka aje oon mau jadi pemimpin 😂😂😂,0,negatif
637,kok bisa ditimpa gtt wkwkwk,0,negatif
638,Publik yg mana kah? Selalu jualan atas nama publik.,0,negatif
639,Gerombolan Plongo Cireng pasca 24 wajib Dikrangkeng,1,positif
640,Skrg warga dki yg disalahkan cuba klu gubernurnya msh @aniesbaswedan pasti dihujat terus menerus,0,negatif
641,Kirain bakalan roboh,0,negatif
642,Dia menjawab seakan akan....,0,negatif
643,"Inilah Kenangan Anies Baswedan di Pondok Pabelan
https://t.co/ongDybRtiz",1,positif
644,"Maaf ya bang, ente mgkn balik lg belajar disekolah SD sj gih...",0,negatif
645,Halaahhh.....kintil,0,negatif
646,"Anies Baswedan : ""Merdeka yang dulu adalah menggulung kolonialisme, tapi merdeka yang sekarang menggelar keadilan sosial.""

#DirgahayuRI78
#HUTKemerdekaanRI",1,positif
647,"Mungkin BPK @aniesbaswedan  tolong beri penjelasan pak nih pendukung Lo,,nanti jadiin komisaris atau apa pas jadi presiden,tapi kalau menang ya",1,positif
648,Keras broo🤣😅😂,1,positif
649,"Merdeka, 78th Indonesia ku

Mari Kita wujudkan Kemerdekaan Yang Sesungguhnya Bukan Merdeka diatas Kertas yang sekedar dibacakan di Publik.

Era Kini Wujudkan Kemerdekaan Sesungguhnya..
#MerdekaSesungguhnya
@jokowi @yuddychrisnandi @prabowo @ganjarpranowo @aniesbaswedan @armangn8",1,positif
650,"Tidak pake teriak2 &amp; tdk perlu dukungan buzzerp pelacur idealisme
Bapak #AniesBaswedan terus berkarya dgn bukti2nya, meski difitnah gerombolan pengkhianat &amp; maling dari banteng merah
#AniesKerjaNyata
#AniesTunaikanJanji
#AniesPetugasRakyatNKRI",0,negatif
651,"Sendainya tak berguna pun IKN klo tdak di lnjutkan rkyat ttp rugi bnyak!
Lnjutkan aja biar ada faedahnya.hbis itu kontrakin 🤣🙏",1,positif
652,"Insyaallah 2024 saya siap  nungguin hasil perhitungan di RT saya utk mengawal suara Pak @aniesbaswedan ...#Aniespresiden2024 
#gantirezimkorup",0,negatif
653,"Selera Presiden?
Tolol amat ini org yaman",0,negatif
654,"Ikut jadi corong anies,, dah tua pak ,, sadarlah",1,positif
655,Bang udah bang...... Jangan malu2in Klopp bang,1,positif
656,"Selera anus tuh patung bambu getah getih yg gak guna...mana ngerti dia proyeksi Indonesia 10,20 atau bahkan 50th kedepan.....",0,negatif
657,"tapi yang diframing oleh lawan politik presiden sekarang kan lebih ke menolak IKN. Jadi mereka sendiri nggak konsisten dong, koar2nya menolak tapi ujungnya bergaya memperbaiki sistem di IKN",1,positif
658,Halah ntar kalo Anies kalah jg gabung ke Prabowo.,0,negatif
659,"https://t.co/UIKJvhIs4r referensi Anda yang sedang mencari rumah & apartemen baru di Greater Jakarta, visit https://t.co/HtIa4pEpxE atau download aplikasinya versi playstore.

Tag :
#Pilpres2024 #AniesBaswedan #PrabowoSubianto #GanjarPranowo  #PilpresDamai #pilpressatuputaran #Rumah #Properti #dirgahayurepublikindonesia",1,positif
660,"Tukang beKam hoax bangsat 
Kau tengok video ni nyetttttt",0,negatif
661,"Gak ada itu info sesat..kami tegak lurus berjuan mendukung pak Prabowo,karna kami berjuang dgn ikhlas sedari awal jadi bukan berdasarkan sakit hati..din",0,negatif
662,Ini omongan leader yang cerdas lho padahal.,1,positif
663,Tetep @aniesbaswedan lah,0,negatif
664,"Kenapa angin di salahin pak, kenapa nggak sunatuallah atau takdir nya seperti itu, wkwkwkw",0,negatif
665,Mungkin ontran ontran tsb efek dari Sholawat AsyghiL yg dibacakan oleh Anies Baswedan.....👇🏻,1,positif
666,"Apa gunanya laki-laki nyinyir?
Kalau cuma modal nyinyir mau nyapres ya sorylah.... Tunjukkan idemu yg blilian bukan nyinyir mau yg kau tonjolkan....",0,negatif
667,Wkwkwkwk wkwkkwkwk 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🤭🤭🤭🤭😂😂😂😂😂😂😂,0,negatif
668,😂😂😂kadrun ngamoek....,0,negatif
669,"itu dari gk tahu menjadi tahu, dari tdk mengerti jadi ngerti. kalau gurunya ngajar fisika terus muridnya gk ngerti ya diajari lagi, sampe ngerti. 
pertanyaannya... kalau yg ngerti banyak tapi yg gk ngerti cuma situ"" doang? brrti ada problem. apa problemnya? mungkin kapasitas IQ.",0,negatif
670,Pak @aniesbaswedan  mohon yang ini menjadi perhatian anda.. Insya Allah bila terpilih menjadi presiden RI,1,positif
671,uang rakyat untuk rakyat juga. Merdeka,0,negatif
672,Masih ada yg mau nonton acara tak berbobot spt ini ?,1,positif
673,PILIH ANIES BASWEDAN. NANTI LAHANNYA DI KBALIKAN KE RAKYAT. KARNA LAHAN MILIK RAKYAT PRIBUMI BUKAN PENGUSAHA ASENG.,1,positif
674,Ha....ha....kelakuan @aniesbaswedan gak suka bokep. Langsung praktek.😜,0,negatif
675,"Pak Anies blm jawab secara tegas ya, kalau dia jadi presiden IKN bakal dilanjutkan atau distop?",1,positif
676,"Kesopan santunan yg di praktekan oleh pak Jokowi, mendapat balasan yg serupa saat formula E... 😁",0,negatif
677,"Kalau saya, Perubahan tentang  orang sakit ke rmh sakit bukan untuk sehat, tapi orang sakit ke rumah sakit untuk miskin, boleh tau itu kalimat itu kutip dari buku 1001 cara Ngibul ya Pak🤭",0,negatif
678,"setelah sukses besar 0,1% realisasi RUMAH DP 0%, maka wan bacot bin ngibul akan jalankan program BAGIKAN TANAH UNTUK RAKYAT kalo jadi presiden... KALO",1,positif
679,Kalau kita tidak merdeka apa mungkin kita punya tanah?,1,positif
680,Ini cintoh budaya sopan santun yg mulai luntur... 😁,0,negatif
681,"Pak @aniesbaswedan  mohon hati2 kepada org yg pernah Bpk bantu, dia itu super kejam &amp; tega, Bukti nyata, ada korban org yg mninggal lebih dari 500 org petugas kpps, yg patut diduga merupakan kecurangan Pemilu, dia mingkem &amp; Tidak bersuara untuk usut tuntas..",1,positif
682,"Saat @aniesbaswedan menjabat sebagai Gubernur @DKIJakarta , tidak ada yg dia perbuat untuk meningkatkan kwalitas udara di DKI. Malah yg ada menebang ratusan Pohon Mahoni😤. 
Eeehhh, saat sdh tidak menjabat, malah menawarkan solusi. 
Dasar kebanyakan gagasan tanpa bukti jelas.",0,negatif
683,"sadar om..udah 78 tahun merdeka nih, tingkah lu kaya kompeni belanda sering maki2 pribumi..banguuuuun",0,negatif
684,"pilpres 2014 adlh dimana hari Prank seindonesia, sy coblos mukidi krn sosok anies baswedan",1,positif
685,"Dah bisa diprediksi kalau putaran 1 Pilpres 2024 @aniesbaswedan kalah.
Tentu akan ada romantime sejarah yg akan terjalin kembali antara @prabowo dgn kelompok yg dianggap Radikal. Bagaimanapun @prabowo perlu dukungan mereka.
Dan dukungan dalam politik tidak ada yg gratis. Waspada.",0,negatif
686,bangun om bangun udah orde anies nih..orde cebong udah ketinggalan kereta cepaaaat,1,positif
687,Sepakat,0,negatif
688,JILAAAAT TERUS,0,negatif
689,Saya juga Pak @aniesbaswedan ..tapi ga punya skuter😅,0,negatif
690,Di poles seperti apapun Anies Baswedan susah menang di pilpres nanti Krn udah terlanjur melekat predikat sebagai bapak politik identitas Indonesia,1,positif
691,"Mantap ini presiden Indonesia 2024,",1,positif
692,"Rekam jejak Anies Baswedan di Jakarta. Kemiskinan naik drastis, menjadi yang teratas",1,positif
693,"Ada apa dengan Ganjar?
Apakah intelektualitasnya lebih rendah?
NB. Cuma neanya, I bukan ganjaris lho ya, cenderung ke baser.. Baswedanizer / Baswedan die harder.. dan tanpa rupiah!",2,neutral
694,"Berarti Jelas @aniesbaswedan adalah berasal dari Yaman, dan yang orang edan yang memilih keturunan asing untuk memimpin Negara. Dengan TIDAK MEMILIH ANIES KITA TELAH MENYELAMATKAN BANGSA DAN NEGARA INDONESIA.",1,positif
695,"Memangnya asap yg tempo hari mencemari udara Singapura dari dasar laut ???

Ayo belajar lagi sana biar akal loe sehat... !!!",0,negatif
696,"Pak Anies, gmana dengan kabar anak yang gagal dapat hadiah umroh padahal berhak di Makassar, acara Jalan Sehat Anak Rakyat ?
Acara yang sangkut pautin panjenengan mboten? Mohon ""dijewer"" panitianya, sudah dholim. Selain itu juga, berpotensi jadi bahan gorengan. 🙃",1,positif
697,"Lo playback lg saat @aniesbaswedan di lantik jd gub dki, dia sendri yg kembali menggaungkan istilah PRIBUMI/NONPRIBUMI, pdhl dia sndri bkn WNI ASLI 🤭🤭🤭🤭🤭🤦‍♂️🤦‍♂️",0,negatif
698,Di buatkan parkir air.,1,positif
699,"Bacot, JIS lu pikir bukn duit rakyat? Duit lu pribadi gtu? Tak botak ada2 aja emng wan Abud",0,negatif
700,"Di era Ganjar Pranowo gubernur Jateng, kemiskinan menurun drastis,1 juta lebih. Kemiskinan di JKT era Anies Baswedan mengingat 540 ribu.",0,negatif
701,Cuk nan,1,positif
702,"Kasih panggung terus.......
Karni ilyas bakal jadi menkominfo......😄😄😄😄",1,positif
703,Sampah teriak sampah 🤣,0,negatif
704,Marketingnya keren juga 😎,1,positif
705,"Waduh 
Nggak bahaya ,taa
Buat dua capres itu , GUN
Tapi
Alhamdulillah pak @aniesbaswedan  tdk pernah melakukan itu
dan bg dia itu  tdk ada arti dan tidak berguna ..hahahaha
Tetep,santun , lurus,istiqomah dan utamakan visi misi ,kontribusi dan prestasi.
Hahahah
Sukses pak anies",1,positif
706,Siapa bapak pemersatu siapa bapak pemecah belah anak bangsa..usung perubahan bpk Anies baswedan pemersatu rakyat💪💪💪🤲🤲🤲,1,positif
707,"Gue udah banyak berbuat untuk negara cuma kagak gue publikasikan saja,gue ngurusin anak jalanan dengan biaya sendiri nah elu apa?
Bangke lu antek pemjajah",1,positif
708,Bukan muter tp otak lo yg kaga mumpuni..makanya tobat jd warga sekolam siapa tau otak mu bs berfungsi normal lagi..,0,negatif
709,Uang rakyat digunakan untuk kesejahteraan rakyat. IKN untuk rakyat yg mana? @jokowi @Nurmantyo_Gatot @aniesbaswedan @suryapaloh18 @AgusYudhoyono @syaikhu_ahmad @SBYudhoyono @Pak_JK @yennywahid @KhofifahIP,1,positif
710,"Goodd, karna memang gagasan tanpa implementasi ITS halusinasi.",0,negatif
711,Hancur Jakarta ditinggal Anies Baswedan,1,positif
712,@aniesbaswedan itu apa saja bisa kalau dalam hal omong kosong dan ngibul.,0,negatif
713,"Dirgahayu Republik Indonesia ke 78th, 
Merdeka.. 
Prof @yuddychrisnandi
Waket Dewan Pakar @DPPGolkar . 
@jokowi @airlangga_hrt @prabowo @AgusYudhoyono @aniesbaswedan @ganjarpranowo @gibran_tweet @syaikhu_ahmad @SBYudhoyono @ahmadolikurnia @Dahnilanzar @fadlizon @IndraJPiliang",1,positif
714,"Diskusi aja yg baik, gak usah pakai kata goblok dan sejenisnya. Jadilah manusia beradab.",0,negatif
715,Pertanyaan pendek di Jawab muteer muteer,0,negatif
716,"*Makna Kemerdekaan Bagi Bangsa Indonesia*
Proklamasi kemerdekaan adalah bentuk pernyataan bahwa suatu negara terbebas dari penjajahan negara lainnya. Dengan kata lain, negara tersebut memiliki  kedaulatan dan pemerintahnya sendiri. Tidak diintervensi negara lain. 
#ada17ada8",1,positif
717,Nies santai saja pasti di TVone nanti kamu jadi pemenang pilpres kayak prabowo dulu....@aniesbaswedan,2,neutral
718,Cigin.. pak anis 🤭😝,0,negatif
719,Emang dia gak punya Tanah? Ada kerja keras ada tanah? Bahlul..🤣🤣,1,positif
720,Berebes kota telor  asin..  Enaknya bikin NAngis..  Aku kok jd gemes kalo Pak Anis yg liatin..  Senggggoooll dong bossssss,0,negatif
721,"Wis di omongi ono assesment disik kok yo radong... 
(((wis kulino ruwwet tur nabrak nabrak aturan ki pantjen angel tenan...)))
Lagian wis di ""undangkan"" ,jd harus dilaksankan beriringan assesmentnya. 
Iseh radong?? Woo..yo pantjen ora tekan uteg e sampeyan😊",0,negatif
722,bjir alm ikut pemilu,0,negatif
723,Gk punya KTP anginnya 💀,0,negatif
724,"Hehe, menggemeskan yak😁",0,negatif
725,Itu waktu @AndiSinulingga masih belum bau kolam.. 🤣🤣🤣,0,negatif
726,"Obat terkilir daun binahong
Campur dengan sebiji terong
Jika sering bicara bohong
Lama-lama menjadi garong.",0,negatif
727,"Kalo masih @aniesbaswedan  yg jadi gubernur , pasti para buzeer dan pendemo bayaran panen order nih dari para cukong ?",0,negatif
728,Ada Puluhan Juta Dapat Cuan Rata2 200 Ribu perbln ASN dan Purna Pensiunan menjelang Pilpres 2024  @aniesbaswedan @AgusYudhoyono @CNNIndonesia @detikcom @tribunnews @rmol_id @Metro_TV @KompasTV,1,positif
729,Apa kabar rumah 0 persen di DKi?,0,negatif
730,Ini orang kalau ngomong selalu muter-muter.,0,negatif
731,Anjir wkwkwkkw,0,negatif
732,"Telur asin Brebes disajikan dengan wedang ronde
Kerja kerja kerjanya mbelgedes tp minta 3 periode...😂😂😂",0,negatif
733,Konyol,0,negatif
734,Soalnya Anies nggak ada kerjaan 🤣,1,positif
735,"Jak...bojak, prestasi Anies sdh nampak terang benderang baik didalam / luar negeri, kecuali bagi pembencinya. Mo nanya emang prestasi situ apa bojak, ...jgn2 Cari nafkah utk keluarga aja dari kerja Haram #buzzerRp😭",0,negatif
736,"Gibran Dinasti yg punya potensi, lhaa... Anies orang dari lingkaran Dinasti dianggap punya potensi donk 😂😂😂 apes",0,negatif
737,"Merdeka!!!!
#AniesBaswedan",0,negatif
738,Alaaaaaa udh GK ada LG yg percaya sama Anies,1,positif
739,"Iya Pak, jakarta mah aslinya bersih, tidak ada polusi sama sekali. Semoga bapak yg jadi presiden agar udara Indonesia bersih seperti jakarta.",1,positif
740,"IKN pindahin ajach ke kemayoran. Tower3 ex asia games jadiin kantor. Tiap departemen kasih satu tower.
Benefitnya
Ex kantor lama bisa di jual utk bayar hutang3 @jokowi 
ASN 100% pakai publik transport.
Patwal keluar dr kemayoran bisa terjadwal
Banyak yg di hemat",0,negatif
741,"Mana mungkin seorg Anies bs seperti itu dan kita tau kl org arab itu.....
-
-",0,negatif
742,gilaaa kampanye di kumparan,0,negatif
743,"Goblog lu. 
Baca yg cermat.
Mana gua bilang Amerika nggak subsidi minyak?",0,negatif
744,"Ngawur, justru ar baswedan yg menyatukan al irsyad dan rabithah, ente kadang2 wkwkw. Ar baswedan itu pendiri PAI, bukan pendiri alirsyad. Mohon dikoreksi @nahdlatululama",0,negatif
745,"Syarat jadi kadrun, cuma 1. MAU DIKIBULIN ANIS",0,negatif
746,Kaya kenal kata2nya,0,negatif
747,Anies Baswedan dicuekin Warga.!!,1,positif
748,Maasyaa Allooh Tabarakallooh 🤲,0,negatif
749,"Kodok arab 

Bicara Perubahan, Anies Baswedan Singgung Harga-harga yang Mahal

Klik untuk baca: https://t.co/XVUwyr6NIW

Kompascom+ baca berita tanpa iklan: https://t.co/Zu4kVdYm0B
Download aplikasi: https://t.co/foa0h7mzbu https://t.co/XVUwyr6NIW",0,negatif
750,Anies Baswedan Beri Isyarat Gandeng Cawapres Asal Jatim https://t.co/QM0Up128vw,1,positif
751,"Asal pelisiran .
Selalu ngoceh akan perjuangkan perbaikan nya .
Tanpa menjelaskan eksekusi nya akan seperti apa .
Yohanisss yohanisss 🤣
Omongan mu kosong Mulu",0,negatif
752,"iya, tapi hrs siap melawan curang. 
Viralkan. 
#PemiluCurangRakyatRevolusi

TNI Polri Penegak Hukum Harus Netral,
Monitor :
@mohmahfudmd 
@ListyoSigitP
@DKPP_RI
@bawaslu_RI 
@KPU_ID 
@PKSejahtera 
@DPPNasDem 
@PDemokrat 
@aniesbaswedan 
https://t.co/DDkcXj65rc…",0,negatif
753,Wkwkwkwk anak buah @erickthohir ini,1,positif
754,APA MAU DICATAT PAK?? MAU CATAT AIR PARKIR YG MELAWAN SUNATULLAH MASUK KE RUMAH SEHAT YA???,1,positif
755,"Utk sembuh, harus sakit dlu. Kalau tdk sakit, jgn harap mau sembuh. Ok? 😁",0,negatif
756,"Aaaaccchhh...Judi darat yg dikenal dgn HK, SGP dan SYDNEY ada dimana mana...Tapi para capres ya nggak ada yg menyuarakan pemberantasannya...Ada juga yg namanya  Judi Ketangkasan...Piye jallll....??? @prabowo @ganjarpranowo @aniesbaswedan",0,negatif
757,Terus PRESTASI MU apa paling juga tukang nonton bokeb juga,0,negatif
758,"Khofifah itu berkali2 kalah di jatim, baru menang saat dia gabung rezim🤣🤣🤣. Warga NU ga suka sama dia",0,negatif
759,Komisaris tertolol.,0,negatif
760,Lo pikir Pak Anies Baswedan kayak pejabat lain yang takut di dekati masyarakat 😊😀,1,positif
761,Sebutkan satu golongan/satu agama  aja yg tdk di rangkul oleh Anies Baswedan saat dia jadi gubernur DKI.,0,negatif
762,Banci penjilat anus lg ngoceh....🤣🤣🤣,0,negatif
763,"Benar,cuman satu yg gak bisa di realisasikan oleh capres dan dpr. Yaitu hukuman mati untuk koruptor dan di miskinkan....",0,negatif
764,"Clear sudah @aniesbaswedan  buak anak pengkhianat Bangsa , dan bukan pula cucu PKI , bukan pula anak Orang Kaya yg bersekolah di Luar negri .. sekolahpun hasil dari Beasiswa untuk melanjutkan pendidikannya ..",1,positif
765,Perubahan paling mbulet.,0,negatif
766,Itu bukan hadits,0,negatif
767,Bangsat dan tolol gak tuh gubernur saat ituu?,0,negatif
768,Tidak Masalah.....tidak masalah...jakarta aja hancur apalagi nasional. Tidak masalah.😁,0,negatif
769,"Asal jadi terima aja dulu. Abistu lempar ke laut

Pragmatis; Praktis sederhana 😁",0,negatif
770,"Opung dan pak jokowi sama2 punya kepentingan jelang lengser takutnya di last game malah jadi

JOKOWI vs OPUNG LUHUT",0,negatif
771,Yg beginian jadi komisaris ? 🤣,0,negatif
772,"Asrul Sani ini jg Semakin Parah Menjilatnya..Cuma Kejar Ambisi Pribadi..
Setelah berhasil menarik Sandi Uno ke P3 agar Menjadi Cawapres yg didukung Jokowi selanjutnya misi membenturkan Sandi Uno dgn Anies Baswedan..",0,negatif
773,Mbledhos iki pak @aniesbaswedan  @ganjarpranowo @prabowo,0,negatif
774,"manusia tdk ada yg sempurna kecuali Tuhan, seandainya ada 3 capres dan ke tiga calon punya kesalahan dan dosa masa lalu, maka carilah salah satu dr 3 calon yg punya keduanya itu lbh sedikit dan rekam jejak serta silsilah keturunan yg baik.",0,negatif
775,Oalah kat pakaaat... Cetek men coro mikermu..,0,negatif
776,Sumber masalah mencari masalah,0,negatif
777,"yang saya heran kenapa yg protes dan menilai bukan warga DKI sendiri ya, kok cuma kroco kroco giveaway macam @kangdede78  sedang warga DKI sendiri adem ayem aja dan puas kinerja @aniesbaswedan selama menjabat gubernur kemarin",0,negatif
778,"Kan biar bisa bangun yaman bersama taliban dan JK , kwkwkwk",1,positif
779,Innalillahi wainna ilaihi roji'un... Semoga beliau husnul khotimah,1,positif
780,Emng anda udah tanya ke sana🤣,0,negatif
781,"Bahasa nya mantan menteri, rektor, dan gubernur.
BELANJA MASALAH?

Emang spt nya Anies ""bermasalah"" dg kelebihan bacot nya ya...",0,negatif
782,Xixixixixi,0,negatif
783,"Dari sinilah saya berijtihad, bahwa untuk kemaslahatan bangsa dari 3 capres yg ada, saya DUKUNG pak @aniesbaswedan karena dari ketiganya dialah yg paling soleh.",0,negatif
784,Mungkin bisa jadi solusi Pak,1,positif
785,Kalo ada OOR ikut lah gw...,0,negatif
786,Kok lo nyebut presiden tolol?,0,negatif
787,"hati2 penyusup, baru dapat misi langsung ganti target..",1,positif
788,"Klau mmg spt itu, yg diprioritaskan berarti trotoar yg sdh direvitalisasikah? Atau trotoar yg akan direvitalisasi?",0,negatif
789,Centang biru goblok,0,negatif
790,Orang bodoh sedang bertanya...,0,negatif
791,Seolah dirinya paling benar paling hebat... Dasar Kadrun selalu merendahkan menghina orang hanya untuk pansos caper memang ga ada otak yang bisa singkron dg katagari masih warass,0,negatif
792,Hanya Buzzer Gurun  @bachrum_achmadi  dan Kadrun yg masih bersatu menjunjung  capres keturunan  Yaman @aniesbaswedan .,0,negatif
793,Kebakaran lg,0,negatif
794,"Ini kader demokrat selalu berprasangka minus terhdp teman sendiri &amp; terkesan memaksakan agar si ARB memilih Ketua Umum PD sbg Cawapres, bukan yg lain. Kasihan !!!",0,negatif
795,"Ketika ANIES terus di Bully dan dimasalahkan maka semakin banyak orang mengingat petuah dari Bapak BANTOL ( Bajingan Tolol) yakni "" Kalau anda tidak menginginkan RAMBUT Anda cepat PUTIH .. jangan sekali kali menonton BOKEP """,0,negatif
796,Kebakaran lg,0,negatif
797,Kebakaran lg,0,negatif
798,Biasanya kabel udara itu mengikuti trotoar deh. Sdgkan target trotoar klau gak slh 2600 km.,0,negatif
799,"Jk mmg hrs dipindah ke bawah, berarti bs sekalian menata drainase n trotoar donk y",0,negatif
800,"Orang"" ky de"" emang puaea dan  dternakn..rujuan mng buat bikin gaduh untuk mnutupi kgagaln rezim jkowi  .",0,negatif
801,Tidak masalah ... Tidak masalah....,0,negatif
802,"Dari mana You tau kalau Pak Anis kaya gitu... Buktinya mana...??? Apa bisa ditunjukan...?? Nerawang sih boleh tapi jangan orang lain yg diterawang, You sendiri nasibnya dan kelakuannya udah diterawang belum???",0,negatif
803,Kamu sudah cium pantat si BajinganTolol kah?,0,negatif
804,"Mahasiswa Jawab Anies Baswedan Capres Saat Ditanya Bupati Banyumas dari PDIP, Tim 8: Pandangan Jujur https://t.co/2ZDQ1rFS4p",1,positif
805,Sudah lemhanas belom,0,negatif
806,"Biasanya krn ap y kebakaran spt itu? Korsleting? Klau ditaruh di dlm tanah, lbh safety?",1,positif
807,Na'uzubillahi min zaliq..,0,negatif
808,Dihatinya pak bupati hanya ada Anies Baswedan.  jujur itu indah pak. OJO WEDI KARO ......REZIM PAK...,0,negatif
809,Goblok. Bisa baca Gak Bong. Jangan kejang2 baca fakta ini!,0,negatif
810,Stand up comedi ? Tanggal berapa…,0,negatif
811,"Ai CEBbOnKK, cebong kontol",0,negatif
812,"Anies Baswedan ngk pantas jadi Presiden
#GanjarCapres #ganjarpranowo #pemilu #GanjarCapres2024",1,positif
813,Kelakuan paling hina pecinta silit,1,positif
814,Allah maha tau. Gk usah kau byk bacot. Org idiot sot mu gk sampai otak mu. Masalah air banjir di jakarta aja kau bilang air hrs ditahan di rmh masing2. Ada pula air parkir. Klu ada org yg mau percaya dgn mu brrti sm idiotnya dgn mu.,0,negatif
815,"Klau di dlm tanah, kabel udaranya bisa menyala jg gak?",1,positif
816,"Kalo cuma bisa nyari kesalahan mah saya jg bisa cuk nyari kesalahan Jokowi dan Ganjar, apalagi saya warga Jateng tau betul busuknya Ganjar gmna. Bijaklah dalam bersosmed, begini ya gambaran anak buah Erick Thohir? Pantes BUMN banyak yg rugi, wong komisarisnya sibuk nge buzzer.",0,negatif
817,"Jadi inget ""Tidak masalah"" yang mengandung kejujuran hqq",0,negatif
